index,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,timestamp,Air temperature [K]_roll_mean,Process temperature [K]_roll_mean,Rotational speed [rpm]_roll_mean,Torque [Nm]_roll_mean,Air temperature [K]_roll_std,Process temperature [K]_roll_std,Rotational speed [rpm]_roll_std,Torque [Nm]_roll_std,Air temperature [K]_roll_var,Process temperature [K]_roll_var,Rotational speed [rpm]_roll_var,Torque [Nm]_roll_var,Air temperature [K]_lag_1,Air temperature [K]_lag_5,Process temperature [K]_lag_1,Process temperature [K]_lag_5,Rotational speed [rpm]_lag_1,Rotational speed [rpm]_lag_5,Torque [Nm]_lag_1,Torque [Nm]_lag_5,Air temperature [K]_change,Process temperature [K]_change,Rotational speed [rpm]_change,Torque [Nm]_change
8808,1,297.4,308.6,1446,48.1,88,0,2025-01-06 19:55:00,297.4,308.55,1491.1,43.51,0.04714045211412727,0.07071067821517198,112.10852876663962,8.246541362562082,0.002222222225524326,0.005000000013649596,12568.322222220462,68.00544444444728,297.4,297.4,308.6,308.5,1604.0,1486.0,32.8,48.6,0.0,0.0,-158.0,15.300000000000004
8809,1,297.3,308.5,1503,43.3,90,0,2025-01-06 19:56:00,297.4,308.56000000000006,1494.2,43.71,0.04714045211412727,0.051639778081914854,111.95018733545164,8.211164486370073,0.002222222225524326,0.002666666680349414,12532.844444442717,67.4232222222251,297.4,297.5,308.6,308.6,1446.0,1255.0,48.1,60.7,-0.0999999999999659,-0.10000000000002274,57.0,-4.800000000000004
8810,2,297.3,308.5,1625,32.8,92,0,2025-01-06 19:57:00,297.39,308.56000000000006,1509.2,42.269999999999996,0.056764621248613735,0.051639778081914854,118.9236916869085,8.774464212829447,0.0032222222254985698,0.002666666680349414,14142.844444442868,76.99122222222469,297.3,297.4,308.5,308.6,1503.0,1469.0,43.3,42.6,0.0,0.0,122.0,-10.5
8811,1,297.2,308.5,1574,35.8,95,0,2025-01-06 19:58:00,297.37,308.55,1517.8,42.21,0.08232726025444916,0.052704627798952915,120.32160607674498,8.820991377894627,0.006777777781003804,0.0027777777914261607,14477.288888887397,77.80988888889134,297.3,297.4,308.5,308.5,1625.0,1692.0,32.8,34.3,-0.10000000000002274,0.0,-51.0,3.0
8812,2,297.2,308.4,1378,41.9,97,0,2025-01-06 19:59:00,297.35,308.53000000000003,1503.2,42.089999999999996,0.09718253159710002,0.06749485587166924,128.09267478404726,8.8156993798313,0.009444444447621346,0.004555555569137405,16407.7333333317,77.71655555555796,297.2,297.4,308.5,308.6,1574.0,1604.0,35.8,32.8,0.0,-0.10000000000002274,-196.0,6.100000000000001
8813,1,297.1,308.4,1693,29.5,100,0,2025-01-06 20:00:00,297.32000000000005,308.52,1523.9,40.18,0.12292725944318186,0.07888106386054472,141.0724400204799,9.304097066466152,0.015111111114211345,0.006222222235771334,19901.433333331897,86.56622222222406,297.2,297.4,308.4,308.6,1378.0,1446.0,41.9,48.1,-0.0999999999999659,0.0,315.0,-12.399999999999999
8814,1,297.2,308.4,1462,51.2,102,0,2025-01-06 20:01:00,297.28999999999996,308.5,1544.6,39.230000000000004,0.11005049347519644,0.08164965817534124,108.70571895411985,7.229883970177099,0.012111111114134253,0.00666666668015007,11816.933333332092,52.27122222222377,297.1,297.3,308.4,308.5,1693.0,1503.0,29.5,43.3,0.0999999999999659,0.0,-231.0,21.700000000000003
8815,0,297.3,308.5,1435,55.0,104,0,2025-01-06 20:02:00,297.28000000000003,308.48999999999995,1541.2,40.47,0.10327955591337645,0.07378647882840263,111.82009360276919,8.771171212811113,0.010666666669664253,0.005444444457894309,12503.733333332064,76.93344444444637,297.2,297.3,308.4,308.5,1462.0,1625.0,51.2,32.8,0.10000000000002274,0.10000000000002274,-27.0,3.799999999999997
8816,2,297.2,308.5,1425,45.8,109,0,2025-01-06 20:03:00,297.26,308.48999999999995,1514.5,41.62,0.0966091783231835,0.07378647882840263,103.36907983853372,8.625002415458729,0.00933333333628067,0.005444444457894309,10685.166666665158,74.39066666666892,297.3,297.2,308.5,308.5,1435.0,1574.0,55.0,35.8,-0.10000000000002274,0.0,-10.0,-9.200000000000003
8817,0,297.3,308.6,1376,53.5,112,0,2025-01-06 20:04:00,297.25,308.48999999999995,1491.7,43.69,0.08498365857707478,0.07378647882840263,106.53121608241543,8.756007461547162,0.0072222222251448155,0.005444444457894309,11348.899999998286,76.66766666666956,297.2,297.2,308.5,308.4,1425.0,1378.0,45.8,41.9,0.10000000000002274,0.10000000000002274,-49.0,7.700000000000003
8818,2,297.4,308.7,1481,48.0,117,0,2025-01-06 20:05:00,297.25,308.5,1495.2,43.68,0.08498365857707478,0.09428090422970216,105.43223205241306,8.75046665422305,0.0072222222251448155,0.00888888890237027,11115.955555553874,76.57066666666955,297.3,297.1,308.6,308.4,1376.0,1693.0,53.5,29.5,0.0999999999999659,0.0999999999999659,105.0,-5.5
8819,0,297.4,308.7,1349,48.9,120,0,2025-01-06 20:06:00,297.26,308.52,1479.8,44.239999999999995,0.0966091783231835,0.1135292424991729,114.98096460814897,8.90133572997788,0.00933333333628067,0.012888888902436007,13220.622222220405,79.23377777778083,297.4,297.2,308.7,308.4,1481.0,1462.0,48.0,51.2,0.0,0.0,-132.0,0.8999999999999986
8820,1,297.3,308.7,1551,40.0,125,0,2025-01-06 20:07:00,297.26,308.54,1472.4,44.959999999999994,0.0966091783231835,0.12649110646054942,106.67937424304198,8.131037927459264,0.00933333333628067,0.01600000001361405,11380.488888887008,66.11377777778104,297.4,297.3,308.7,308.5,1349.0,1435.0,48.9,55.0,-0.0999999999999659,0.0,202.0,-8.899999999999999
8821,0,297.4,308.7,1623,33.8,127,0,2025-01-06 20:08:00,297.28000000000003,308.56,1477.3,44.76,0.10327955591337645,0.13498971159278497,112.81356301437411,8.401481350862602,0.010666666669664253,0.018222222235903265,12726.899999998159,70.58488888889208,297.3,297.2,308.7,308.5,1551.0,1425.0,40.0,45.8,0.0999999999999659,0.0,72.0,-6.200000000000003
8822,1,297.4,308.8,1462,49.7,132,0,2025-01-06 20:09:00,297.3,308.6,1485.7,45.54,0.1054092553534088,0.14142135628615762,107.60529726736611,8.468267565184686,0.011111111114160141,0.020000000013816337,11578.899999998228,71.71155555555897,297.4,297.3,308.7,308.6,1623.0,1376.0,33.8,53.5,0.0,0.10000000000002274,-161.0,15.900000000000006
8823,2,297.3,308.8,1447,57.4,134,0,2025-01-06 20:10:00,297.32,308.64,1461.1,48.33,0.07888106379433026,0.13498971159377782,79.36056955439534,7.078457145138322,0.006222222225325199,0.01822222223617131,6298.09999999802,50.10455555555977,297.4,297.4,308.8,308.7,1462.0,1481.0,49.7,48.0,-0.0999999999999659,0.0,-15.0,7.699999999999996
8824,2,297.3,308.9,1799,24.5,137,0,2025-01-06 20:11:00,297.33000000000004,308.69,1494.8,45.660000000000004,0.06749485579423592,0.12866839382562562,133.12550469387259,10.215913512206939,0.004555555558684702,0.016555555569666293,17722.399999998295,104.36488888889231,297.3,297.4,308.8,308.7,1447.0,1349.0,57.4,48.9,0.0,0.0999999999999659,352.0,-32.9
8825,2,297.3,308.8,1548,41.3,140,0,2025-01-06 20:12:00,297.33,308.72,1506.1,44.29,0.06749485579423592,0.11352924250209273,132.27870408933535,9.731329702449754,0.004555555558684702,0.012888888903098979,17497.655555553945,94.6987777777808,297.3,297.3,308.9,308.7,1799.0,1551.0,24.5,40.0,0.0,-0.0999999999999659,-251.0,16.799999999999997
8826,2,297.2,308.8,1485,47.9,143,0,2025-01-06 20:13:00,297.33000000000004,308.75,1512.1,44.5,0.06749485579423592,0.08498365864407875,129.52344275157552,9.790017591631159,0.004555555558684702,0.007222222236533301,16776.32222222066,95.84444444444755,297.3,297.4,308.8,308.7,1548.0,1623.0,41.3,33.8,-0.10000000000002274,0.0,-63.0,6.600000000000001
8827,1,297.2,308.7,1463,49.9,146,0,2025-01-06 20:14:00,297.32,308.76,1520.8,44.14,0.07888106379433026,0.06992058998059954,122.07356616218789,9.483693607685112,0.006222222225325199,0.004888888903235117,14901.955555554065,89.94044444444745,297.2,297.4,308.8,308.8,1485.0,1462.0,47.9,49.7,0.0,-0.10000000000002274,-22.0,2.0
8828,1,297.3,308.7,1587,35.8,148,0,2025-01-06 20:15:00,297.31000000000006,308.76,1531.4,42.92,0.07378647875811023,0.06992058998059954,122.83340117591403,9.713884678930372,0.005444444447521053,0.004888888903235117,15088.04444444304,94.3595555555582,297.2,297.3,308.7,308.8,1463.0,1447.0,49.9,57.4,0.10000000000002274,0.0,124.0,-14.100000000000001
8829,2,297.3,308.8,1469,44.1,150,0,2025-01-06 20:16:00,297.3,308.77000000000004,1543.4,42.44,0.06666666668954835,0.06749485587758594,108.00020576111483,9.501836079879057,0.004444444447495335,0.004555555569936097,11664.044444443141,90.2848888888914,297.3,297.3,308.7,308.9,1587.0,1799.0,35.8,24.5,0.0,0.10000000000002274,-118.0,8.300000000000004
8830,0,297.3,308.7,1430,42.8,153,0,2025-01-06 20:17:00,297.3,308.77,1531.3,42.72,0.06666666668954835,0.06749485587758594,113.68284342365598,9.463121401877356,0.004444444447495335,0.004555555569936097,12923.788888887482,89.55066666666926,297.3,297.3,308.8,308.8,1469.0,1548.0,44.1,41.3,0.0,-0.10000000000002274,-39.0,-1.3000000000000043
8831,0,297.4,308.7,1726,26.8,158,0,2025-01-06 20:18:00,297.3,308.77,1541.6,42.019999999999996,0.06666666668954835,0.06749485587758594,126.82113388547937,10.407988384996623,0.004444444447495335,0.004555555569936097,16083.599999998683,108.32622222222459,297.3,297.2,308.7,308.8,1430.0,1485.0,42.8,47.9,0.0999999999999659,0.0,296.0,-15.999999999999996
8832,1,297.4,308.8,1651,34.1,163,0,2025-01-06 20:19:00,297.3,308.77,1560.5,40.46,0.06666666668954835,0.06749485587758594,127.72039774444352,10.2974862088873,0.004444444447495335,0.004555555569936097,16312.499999998852,106.03822222222412,297.4,297.2,308.7,308.7,1726.0,1463.0,26.8,49.9,0.0,0.10000000000002274,-75.0,7.300000000000001
8833,1,297.4,308.8,1529,41.3,165,0,2025-01-06 20:20:00,297.31,308.77000000000004,1568.7,38.85,0.07378647875811023,0.06749485587758594,122.13385189118006,8.446991574914001,0.005444444447521053,0.004555555569936097,14916.677777776706,71.35166666666811,297.4,297.3,308.8,308.7,1651.0,1587.0,34.1,35.8,0.0,0.0,-122.0,7.199999999999996
8834,1,297.4,308.8,1473,46.2,167,0,2025-01-06 20:21:00,297.32,308.76,1536.1,41.019999999999996,0.07888106379433026,0.05163977808834402,94.1292846154737,7.017248590279518,0.006222222225325199,0.0026666666810134148,8860.322222220853,49.24177777777988,297.4,297.3,308.8,308.8,1529.0,1469.0,41.3,44.1,0.0,0.0,-56.0,4.900000000000006
8835,0,297.4,308.8,1324,53.5,169,0,2025-01-06 20:22:00,297.33000000000004,308.76,1513.7,42.24,0.08232726025386249,0.05163977808834402,115.26303252415792,8.055115696803576,0.006777777780907205,0.0026666666810134148,13285.566666665087,64.88488888889134,297.4,297.3,308.8,308.7,1473.0,1430.0,46.2,42.8,0.0,0.0,-149.0,7.299999999999997
8836,1,297.4,308.9,1708,28.8,174,0,2025-01-06 20:23:00,297.34999999999997,308.77000000000004,1536.0,40.33,0.07071067814115352,0.06749485587758594,129.75446898747208,8.794449006807376,0.005000000003181806,0.004555555569936097,16836.222222220855,77.34233333333525,297.4,297.4,308.8,308.7,1324.0,1726.0,53.5,26.8,0.0,0.0999999999999659,384.0,-24.7
8837,2,297.5,309.1,1540,38.5,176,0,2025-01-06 20:24:00,297.38,308.81,1543.7,39.19,0.06324555322913221,0.11972190003442137,127.20067260478545,8.129842146889134,0.004000000003258996,0.014333333347851985,16180.011111109818,66.09433333333492,297.4,297.4,308.9,308.8,1708.0,1651.0,28.8,34.1,0.10000000000002274,0.20000000000004547,-168.0,9.7
8838,1,297.5,309.0,1320,54.7,179,0,2025-01-06 20:25:00,297.4,308.84000000000003,1517.0,41.08,0.06666666669149497,0.1264911064645224,144.01311668655822,9.358276194542212,0.004444444447754885,0.016000000014619147,20739.77777777623,87.57733333333547,297.5,297.4,309.1,308.8,1540.0,1529.0,38.5,41.3,0.0,-0.10000000000002274,-220.0,16.200000000000003
8839,2,297.4,308.9,1376,39.0,181,0,2025-01-06 20:26:00,297.40999999999997,308.85,1507.7,40.57000000000001,0.056764621249141625,0.12692955182211682,150.32191383087212,9.314272202736436,0.003222222225558501,0.01611111112576344,22596.67777777614,86.75566666666866,297.5,297.4,309.0,308.8,1320.0,1473.0,54.7,46.2,-0.10000000000002274,-0.10000000000002274,56.0,-15.700000000000003
8840,2,297.3,308.7,1542,37.0,184,0,2025-01-06 20:27:00,297.40999999999997,308.85,1518.9,39.99,0.056764621249141625,0.12692955182211682,148.04462540433403,9.340526989653542,0.003222222225558501,0.01611111112576344,21917.211111109584,87.24544444444626,297.4,297.4,308.9,308.8,1376.0,1324.0,39.0,53.5,-0.0999999999999659,-0.19999999999998863,166.0,-2.0
8841,1,297.3,308.7,1506,39.3,187,0,2025-01-06 20:28:00,297.4,308.85,1496.9,41.239999999999995,0.06666666669149071,0.12692955182211682,128.96636081637908,8.138277185962503,0.004444444447754317,0.01611111112576344,16632.32222222048,66.23155555555776,297.3,297.4,308.7,308.9,1542.0,1708.0,37.0,28.8,0.0,0.0,-36.0,2.299999999999997
8842,1,297.3,308.7,1492,43.6,189,0,2025-01-06 20:29:00,297.39,308.84000000000003,1481.0,42.19,0.07378647875951637,0.13498971159625597,117.11343029539205,7.757784620768014,0.0054444444477285605,0.018222222236840366,13715.555555553654,60.183222222224714,297.3,297.5,308.7,309.1,1506.0,1540.0,39.3,38.5,0.0,0.0,-14.0,4.300000000000004
8843,0,297.3,308.8,1564,38.0,191,0,2025-01-06 20:30:00,297.38,308.84,1484.5,41.86,0.07888106379531569,0.13498971159625597,119.21153001655092,7.869236868266914,0.006222222225480664,0.018222222236840366,14211.388888887022,61.924888888891275,297.3,297.5,308.7,309.0,1492.0,1320.0,43.6,54.7,0.0,0.10000000000002274,72.0,-5.600000000000001
8844,0,297.4,308.9,1645,30.8,196,0,2025-01-06 20:31:00,297.38,308.85,1501.7,40.32,0.07888106379531569,0.13540064013137404,129.34540321685822,8.41358689528113,0.006222222225480664,0.018333333347985856,16730.233333331635,70.78844444444636,297.3,297.4,308.8,308.9,1564.0,1376.0,38.0,39.0,0.0999999999999659,0.0999999999999659,81.0,-7.199999999999999
8845,2,297.4,308.9,1348,59.1,201,0,2025-01-06 20:32:00,297.38,308.86,1504.1,40.879999999999995,0.07888106379531569,0.13498971159651307,125.85745905586337,9.504010849226988,0.006222222225480664,0.018222222236909776,15840.099999998325,90.32622222222432,297.4,297.3,308.9,308.7,1645.0,1542.0,30.8,37.0,0.0,0.0,-297.0,28.3
8846,2,297.4,308.8,1325,62.4,204,1,2025-01-06 20:33:00,297.38,308.85,1465.8,44.239999999999995,0.07888106379531569,0.13540064013137404,114.69457024830066,10.631316423138388,0.006222222225480664,0.018333333347985856,13154.844444442375,113.02488888889202,297.4,297.3,308.9,308.7,1348.0,1506.0,59.1,39.3,0.0,-0.0999999999999659,-23.0,3.299999999999997
8847,1,297.5,308.9,1443,43.5,0,0,2025-01-06 20:34:00,297.38,308.83,1456.1,44.739999999999995,0.07888106379531569,0.10593499061595917,111.78695014276065,10.447349477791695,0.006222222225480663,0.011222222236803355,12496.322222220053,109.1471111111144,297.4,297.3,308.8,308.7,1325.0,1492.0,62.4,43.6,0.10000000000002274,0.0999999999999659,118.0,-18.9
8848,2,297.5,308.9,1436,44.8,2,0,2025-01-06 20:35:00,297.38,308.82,1467.7,43.75,0.07888106379531569,0.0918936584264138,101.6541522352364,9.850690895115637,0.006222222225480663,0.008444444458990412,10333.566666664618,97.0361111111141,297.5,297.3,308.9,308.8,1443.0,1564.0,43.5,38.0,0.0,0.0,-7.0,1.2999999999999972
8849,1,297.5,308.9,1596,30.7,5,0,2025-01-06 20:36:00,297.39,308.82,1489.7,42.92,0.08755950359584579,0.0918936584264138,103.39465922161418,10.615376687721682,0.007666666669950931,0.008444444458990412,10690.455555553726,112.68622222222494,297.5,297.4,308.9,308.9,1436.0,1645.0,44.8,30.8,0.0,0.0,160.0,-14.099999999999998
8850,1,297.6,309.0,1491,43.2,7,0,2025-01-06 20:37:00,297.41999999999996,308.85,1484.6,43.54,0.10327955591513754,0.09718253165612487,101.77338661074585,10.410272704294576,0.010666666670028023,0.00944444445909371,10357.82222222034,108.37377777778069,297.5,297.4,308.9,308.9,1596.0,1348.0,30.7,59.1,0.10000000000002274,0.10000000000002274,-105.0,12.500000000000004
8851,2,297.7,308.9,1573,35.1,9,0,2025-01-06 20:38:00,297.46000000000004,308.87,1491.3,43.120000000000005,0.1264911064204125,0.08232726032424804,105.47674835925986,10.681531309279297,0.01600000000346012,0.006777777792496507,11125.344444442628,114.0951111111139,297.6,297.4,309.0,308.8,1491.0,1325.0,43.2,62.4,0.0999999999999659,-0.10000000000002274,82.0,-8.100000000000001
8852,1,297.7,308.9,1575,39.9,12,0,2025-01-06 20:39:00,297.5,308.89,1499.6,42.75,0.1333333333466716,0.05676462135001345,108.7527266580191,10.727042670020808,0.01777777778133465,0.003222222237010403,11827.155555553818,115.06944444444713,297.7,297.5,308.9,308.9,1573.0,1443.0,35.1,43.5,0.0,0.0,2.0,4.799999999999997
8853,1,297.7,308.9,1458,41.1,14,0,2025-01-06 20:40:00,297.53999999999996,308.9,1489.0,43.06,0.12649110642116945,0.04714045223632382,106.9288444610524,10.61876745306276,0.016000000003651618,0.0022222222370451277,11433.777777775938,112.758222222225,297.7,297.5,308.9,308.9,1575.0,1436.0,39.9,44.8,0.0,0.0,-117.0,1.2000000000000028
8854,2,297.7,309.0,1433,41.8,16,0,2025-01-06 20:41:00,297.57000000000005,308.90999999999997,1467.8,44.16,0.12516655571831686,0.05676462135062485,92.62205160998326,9.741115610305446,0.01566666667038652,0.003222222237079815,8578.844444442402,94.88933333333644,297.7,297.5,308.9,308.9,1458.0,1596.0,41.1,30.7,0.0,0.10000000000002274,-25.0,0.6999999999999957
8855,1,297.7,308.9,1662,28.1,19,0,2025-01-06 20:42:00,297.6,308.90999999999997,1499.2,41.06,0.11547005385432048,0.05676462135062485,100.39455496522166,9.38452627111968,0.013333333337119672,0.003222222237079815,10079.066666664912,88.06933333333546,297.7,297.6,309.0,309.0,1433.0,1491.0,41.8,43.2,0.0,-0.10000000000002274,229.0,-13.699999999999996
8856,2,297.7,308.9,1327,63.7,21,0,2025-01-06 20:43:00,297.63,308.91999999999996,1499.4,41.19,0.0948683298253483,0.042163702312188224,100.01022169979771,9.716132060764943,0.009000000003851072,0.0017777777926708265,10002.04444444269,94.40322222222441,297.7,297.7,308.9,308.9,1662.0,1573.0,28.1,35.1,0.0,0.0,-335.0,35.6
8857,1,297.7,308.9,1742,26.3,24,0,2025-01-06 20:44:00,297.65,308.91999999999996,1529.3,39.47,0.08498365858279121,0.042163702312188224,123.26669370830179,10.731164377125651,0.007222222226116422,0.0017777777926708265,15194.677777776287,115.15788888889057,297.7,297.7,308.9,308.9,1327.0,1575.0,63.7,39.9,0.0,0.0,415.0,-37.400000000000006
8858,1,297.8,308.9,1506,33.5,26,0,2025-01-06 20:45:00,297.67999999999995,308.91999999999996,1536.3,38.339999999999996,0.0788810637997717,0.042163702312188224,119.30358102103648,10.702460776226559,0.006222222226183653,0.0017777777926708265,14233.344444443015,114.54266666666801,297.7,297.7,308.9,308.9,1742.0,1458.0,26.3,41.1,0.10000000000002274,0.0,-236.0,7.199999999999999
8859,1,297.9,309.1,1457,44.4,28,0,2025-01-06 20:46:00,297.71999999999997,308.93999999999994,1522.4,39.709999999999994,0.07888106380034819,0.06992058998502089,119.6719590287392,10.490572487291287,0.006222222226274602,0.004888888903853403,14321.377777776232,110.05211111111288,297.8,297.7,308.9,309.0,1506.0,1433.0,33.5,41.8,0.0999999999999659,0.20000000000004547,-49.0,10.899999999999999
8860,2,297.9,309.1,1488,37.3,30,0,2025-01-06 20:47:00,297.75,308.95,1522.1,39.12,0.08498365858413837,0.08498365864813658,119.76314588014779,10.438262946167571,0.007222222226345395,0.007222222237222998,14343.211111109562,108.95733333333492,297.9,297.7,309.1,308.9,1457.0,1662.0,44.4,28.1,0.0,0.0,31.0,-7.100000000000001
8861,1,297.9,309.1,1619,34.7,33,0,2025-01-06 20:48:00,297.77000000000004,308.97,1526.7,39.08,0.09486832982703444,0.09486832988449342,122.78078930443766,10.456130578118668,0.009000000004170993,0.009000000015073067,15075.122222220713,109.33066666666824,297.9,297.7,309.1,308.9,1488.0,1327.0,37.3,63.7,0.0,0.0,131.0,-2.5999999999999943
8862,2,298.0,309.2,1558,41.7,35,0,2025-01-06 20:49:00,297.8,309.0,1525.0,39.260000000000005,0.11547005385629652,0.11547005390365156,122.15381924260096,10.487262114902453,0.013333333337576019,0.013333333348512198,14921.555555554029,109.9826666666683,297.9,297.7,309.1,308.9,1619.0,1742.0,34.7,26.3,0.10000000000002274,0.0999999999999659,-61.0,7.0
8863,1,298.0,309.2,1731,28.7,38,0,2025-01-06 20:50:00,297.83000000000004,309.03000000000003,1552.3,38.019999999999996,0.12516655572068477,0.12516655576450755,135.3136685220218,10.967608875431585,0.01566666667097929,0.015666666681949576,18309.78888888759,120.28844444444569,298.0,297.8,309.2,308.9,1558.0,1506.0,41.7,33.5,0.0,0.0,173.0,-13.000000000000004
8864,2,298.0,309.1,1574,34.8,40,0,2025-01-06 20:51:00,297.86,309.04,1566.4,37.32000000000001,0.12649110642405184,0.12649110646728493,128.68497279100242,10.922840493408547,0.016000000004380812,0.016000000015318008,16559.822222221035,119.30844444444546,298.0,297.9,309.2,309.1,1731.0,1457.0,28.7,44.4,0.0,-0.0999999999999659,-157.0,6.099999999999998
8865,1,297.9,309.0,1290,49.8,43,0,2025-01-06 20:52:00,297.88,309.05,1529.2,39.489999999999995,0.11352924245899845,0.11785113026289175,149.98429547418422,11.042488648649691,0.012888888893314056,0.01388888890424108,22495.2888888874,121.93655555555726,298.0,297.9,309.1,309.1,1574.0,1488.0,34.8,37.3,-0.10000000000002274,-0.10000000000002274,-284.0,15.0
8866,0,297.9,308.9,1416,39.6,45,0,2025-01-06 20:53:00,297.9,309.05,1538.1,37.08,0.09428090418191588,0.11785113026289175,138.8824042930594,7.096446685176776,0.008888888893359604,0.01388888890424108,19288.322222220806,50.359555555556454,297.9,297.9,309.0,309.1,1290.0,1619.0,49.8,34.7,0.0,-0.10000000000002274,126.0,-10.199999999999996
8867,1,297.9,308.9,1566,41.9,50,0,2025-01-06 20:54:00,297.91999999999996,309.05,1520.5,38.64,0.06324555323907338,0.11785113026289175,120.04651876112486,6.10940986420868,0.004000000004516465,0.01388888890424108,14411.166666665104,37.32488888889032,297.9,298.0,308.9,309.2,1416.0,1558.0,39.6,41.7,0.0,0.0,150.0,2.299999999999997
8868,1,297.9,309.0,1456,46.5,52,0,2025-01-06 20:55:00,297.93,309.06,1515.5,39.94,0.04830458920095241,0.10749677004887588,121.74677727881001,6.275029880407095,0.002333333337872768,0.011555555570940897,14822.277777776171,39.37600000000188,297.9,298.0,308.9,309.2,1566.0,1731.0,41.9,28.7,0.0,0.10000000000002274,-110.0,4.600000000000001
8869,1,297.9,309.0,1528,37.5,54,0,2025-01-06 20:56:00,297.92999999999995,309.05,1522.6,39.25,0.04830458920095241,0.10801234504452556,120.01407324883291,6.107236145207992,0.002333333337872768,0.011666666682017645,14403.377777776233,37.298333333334966,297.9,298.0,309.0,309.1,1456.0,1574.0,46.5,34.8,0.0,0.0,72.0,-9.0
8870,2,297.9,309.1,1338,49.6,56,0,2025-01-06 20:57:00,297.92999999999995,309.05,1507.6,40.480000000000004,0.04830458920095241,0.10801234504452556,133.4417892232768,6.862749691875366,0.002333333337872768,0.011666666682017645,17806.711111109435,47.09733333333543,297.9,297.9,309.0,309.0,1528.0,1290.0,37.5,49.8,0.0,0.10000000000002274,-190.0,12.100000000000001
8871,2,297.9,309.1,1558,39.2,59,0,2025-01-06 20:58:00,297.92999999999995,309.05,1501.5,40.93,0.04830458920095241,0.10801234504452556,129.10740576055463,6.583489449625905,0.002333333337872768,0.011666666682017645,16668.72222222049,43.3423333333356,297.9,297.9,309.1,308.9,1338.0,1416.0,49.6,39.6,0.0,0.0,220.0,-10.399999999999999
8872,2,297.9,309.1,1614,38.1,62,0,2025-01-06 20:59:00,297.91999999999996,309.04,1507.1,40.57,0.04216370218914166,0.09660917838720734,132.98659080272589,6.634932805487593,0.0017777777822946292,0.00933333334865125,17685.433333331654,44.02233333333547,297.9,297.9,309.1,308.9,1558.0,1566.0,39.2,41.9,0.0,0.0,56.0,-1.1000000000000014
8873,0,298.0,309.1,1557,36.4,65,0,2025-01-06 21:00:00,297.91999999999996,309.03,1489.7,41.339999999999996,0.04216370218914166,0.08232726032768681,109.79784454471242,5.4443038530602665,0.0017777777822946292,0.006777777793062714,12055.566666664834,29.640444444446864,297.9,297.9,309.1,309.0,1614.0,1456.0,38.1,46.5,0.10000000000002274,0.0,-57.0,-1.7000000000000028
8874,1,298.1,309.3,1443,45.3,70,0,2025-01-06 21:01:00,297.92999999999995,309.05,1476.6,42.39,0.06749485580467923,0.11785113026289515,106.38420935457506,5.040381378868791,0.004555555560094442,0.01388888890424188,11317.599999998058,25.40544444444725,298.0,297.9,309.1,309.0,1557.0,1528.0,36.4,37.5,0.10000000000002274,0.19999999999998863,-114.0,8.899999999999999
8875,0,298.1,309.3,1332,51.0,72,0,2025-01-06 21:02:00,297.95,309.08000000000004,1480.8,42.510000000000005,0.08498365858684205,0.13984117981128516,98.7542404152758,5.24646971252549,0.007222222226804933,0.01955555557101219,9752.399999998093,27.525444444447302,298.1,297.9,309.3,309.1,1443.0,1338.0,45.3,49.6,0.0,0.0,-111.0,5.700000000000003
8876,2,298.1,309.3,1752,25.2,77,0,2025-01-06 21:03:00,297.96999999999997,309.12,1514.4,41.07,0.09486832982942946,0.13984117981178154,127.29336196360896,7.587716681877807,0.009000000004625414,0.019555555571151014,16203.599999998369,57.573444444446764,298.1,297.9,309.3,309.1,1332.0,1558.0,51.0,39.2,0.0,0.0,420.0,-25.8
8877,2,298.1,309.2,1460,45.8,80,0,2025-01-06 21:04:00,297.99,309.15,1503.8,41.46,0.09944289262464387,0.1178511302643676,126.93200279414019,7.733936758067022,0.00988888889355645,0.013888888904588939,16111.733333331613,59.813777777780246,298.1,297.9,309.3,309.1,1752.0,1614.0,25.2,38.1,0.0,-0.10000000000002274,-292.0,20.599999999999998
8878,1,298.1,309.2,1802,26.9,83,0,2025-01-06 21:05:00,298.01,309.17,1538.4,39.5,0.09944289262486045,0.10593499062157949,156.230741035313,8.7337150043827,0.009888888893599524,0.011222222237994134,24408.044444443032,76.27777777777952,298.1,298.0,309.2,309.1,1460.0,1557.0,45.8,36.4,0.0,0.0,342.0,-18.9
8879,1,298.0,309.2,1527,39.5,85,0,2025-01-06 21:06:00,298.02000000000004,309.19,1538.3,39.7,0.09189365837301328,0.08755950366757247,156.2384573514285,8.705681414392023,0.008444444449176074,0.0076666666825116365,24410.45555555414,75.78888888889071,298.1,298.1,309.2,309.3,1802.0,1443.0,26.9,45.3,-0.10000000000002274,0.0,-275.0,12.600000000000001
8880,1,298.0,309.2,1458,39.8,87,0,2025-01-06 21:07:00,298.03000000000003,309.20000000000005,1550.3,38.72,0.08232726026371566,0.08164965819003017,143.21006327147865,7.989548728738709,0.006777777782529575,0.006666666682548761,20509.122222220914,63.83288888889032,298.0,298.1,309.2,309.3,1527.0,1332.0,39.5,51.0,0.0,0.0,-69.0,0.29999999999999716
